Entity,Label
small,OBS-DP
residual,OBS-DP
pneumothorax,OBS-DP
Increased,OBS-DP
opacity,OBS-DP
wedge,OBS-DP
resection,OBS-DP
site,OBS-DP
improving,OBS-DP
worsening,OBS-DP
atelectasis,OBS-DP
both,ANAT-DP
lung,ANAT-DP
bases,ANAT-DP
small,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Cardiac,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Large,OBS-DP
right,ANAT-DP
moderate,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
unchanged,OBS-DP
NG,OBS-DP
tubes,OBS-DP
stomach,ANAT-DP
ET,OBS-DP
tube,OBS-DP
standard,OBS-DP
position,OBS-DP
Right,ANAT-DP
peripherally,ANAT-DP
inserted,OBS-DP
catheter,OBS-DP
tip,OBS-DP
right,ANAT-DP
subclavian,ANAT-DP
vein,ANAT-DP
unchanged,OBS-DP
Cardiac,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Lines,OBS-DP
tubes,OBS-DP
standard,OBS-DP
position,OBS-DP
Large,OBS-DP
right,ANAT-DP
moderate,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
grossly,OBS-DP
unchanged,OBS-DP
Right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
opacity,OBS-DP
improved,OBS-DP
improving,OBS-DP
atelectasis,OBS-DP
Pleural,ANAT-DP
effusions,OBS-DP
atelectasis,OBS-DP
larger,OBS-DP
right side,ANAT-DP
mild,OBS-DP
vascular,ANAT-DP
congestion,OBS-DP
heart,ANAT-DP
normal,OBS-DP
size,ANAT-DP
mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
lungs,ANAT-DP
hyperinflated,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
lungs,ANAT-DP
clear,OBS-DP
Mildly,OBS-DP
exaggerated,OBS-DP
kyphotic,OBS-DP
curvature,OBS-DP
demineralization,OBS-U
Hyperinflation,OBS-DP
acute,OBS-DA
disease,OBS-DA
significant,OBS-DA
change,OBS-DA
middle,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
pneumonia,OBS-DP
increased,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
new,OBS-DA
consolidation,OBS-DA
pneumothorax,OBS-DA
Layering,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
slightly,OBS-DP
bigger,OBS-DP
Cardiac,ANAT-DP
mediastinal,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
significant,OBS-DA
change,OBS-DA
right,ANAT-DP
middle,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
pneumonia,OBS-DP
Small,OBS-DP
increase,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Endotracheal,OBS-DP
tube,OBS-DP
2.3 cm above the carina,OBS-DP
Nasogastric,OBS-DP
Dobbhoff,OBS-DP
tubes,OBS-DP
stomach,ANAT-DP
Bilateral,ANAT-DP
right,ANAT-DP
left,ANAT-DP
moderate,OBS-DP
pleural,ANAT-DP
effusions,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
unchanged,OBS-DP
new,OBS-DA
pulmonary,ANAT-DP
opacities,OBS-DA
unchanged,OBS-DP
mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
Left,OBS-DP
PICC,OBS-DP
unchanged,OBS-DP
Large,OBS-DP
right,ANAT-DP
moderate,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
unchanged,OBS-DP
Cardiomediastinal,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
Right,OBS-DP
IJ,OBS-DP
catheter,OBS-DP
tip,OBS-DP
cavoatrial junction,ANAT-DP
ET,OBS-DP
tube,OBS-DP
standard,OBS-DP
position,OBS-DP
NG,OBS-DP
tube,OBS-DP
tip,OBS-DP
below,ANAT-DP
diaphragm,ANAT-DP
pneumothorax,OBS-DA
lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
vascular,ANAT-DP
crowding,OBS-DP
bibasilar,ANAT-DP
right,ANAT-DP
left,ANAT-DP
nodular,OBS-DP
opacities,OBS-DP
interstitial,ANAT-DP
thickening,OBS-DP
small,OBS-U
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-U
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
pneumothorax,OBS-DA
osseous,ANAT-DP
lesions,OBS-DA
Multiple,ANAT-DP
dilated,OBS-DP
loops,ANAT-DP
small,ANAT-DP
bowel,ANAT-DP
Bibasilar,ANAT-DP
opacities,OBS-DP
pneumonia,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
interstitial,ANAT-DP
thickening,OBS-DP
Multiple,ANAT-DP
dilated,OBS-DP
loops,ANAT-DP
small,ANAT-DP
bowel,ANAT-DP
ileus,OBS-U
obstruction,OBS-U
Moderate,OBS-DP
large,OBS-DP
right,ANAT-DP
moderate,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
increased,OBS-DP
size,OBS-DP
Upper,ANAT-DP
lungs,ANAT-DP
clear,OBS-DP
Heart,ANAT-DP
obscured,OBS-DP
effusions,OBS-DP
substantially,OBS-DA
enlarged,OBS-DA
free,OBS-DA
subdiaphragmatic,ANAT-DP
gas,OBS-DA
Left,OBS-DP
PIC,OBS-DP
line,OBS-DP
left,ANAT-DP
brachiocephalic,ANAT-DP
vein,ANAT-DP
decrease,OBS-DP
small,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
pneumothorax,OBS-DA
new,OBS-DP
right,ANAT-DP
pacer,OBS-DP
pigtail,OBS-DP
catheter,OBS-DP
Cardiomediastinal,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
Lines,OBS-DP
tubes,OBS-DP
standard,OBS-DP
position,OBS-DP
Left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
opacities,OBS-DP
pleural,ANAT-DP
effusion,OBS-DP
atelectasis,OBS-DP
unchanged,OBS-DP
improvement,OBS-DP
mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
moderate,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
stable,OBS-DP
small,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
decreased,OBS-DP
size,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
lungs,ANAT-DP
clear,OBS-DP
hilar,ANAT-DP
cardiomediastinal,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
pneumothorax,OBS-DA
endotracheal,OBS-DP
tube,OBS-DP
4.6 cm above,ANAT-DP
carina,ANAT-DP
left,ANAT-DP
PICC,OBS-DP
mid,ANAT-DP
SVC,ANAT-DP
Dobbhoff,OBS-DP
tube,OBS-DP
stomach,ANAT-DP
second,OBS-DP
enteric,OBS-DP
tube,OBS-DP
stomach,ANAT-DP
improvement,OBS-DP
mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
decrease,OBS-DP
small,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Moderate,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
stable,OBS-DP
extensive,OBS-DP
bilateral,ANAT-DP
air space,OBS-DP
consolidation,OBS-DP
more,OBS-DP
pronounced,OBS-DP
right side,ANAT-DP
increased,OBS-DP
lung,ANAT-DP
markings,OBS-DP
chronic,OBS-U
COPD,OBS-U
changes,OBS-U
fluid,OBS-DA
overload,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
Bilateral,ANAT-DP
pneumonia,OBS-DP
COPD,OBS-U
bibasilar,ANAT-DP
opacification,OBS-DP
decreased,OBS-DP
bilaterally,ANAT-DP
improved,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
continued,OBS-DP
engorgement,OBS-DP
pulmonary,ANAT-DP
vessels,ANAT-DP
prominent,OBS-DP
right,ANAT-DP
persistent,OBS-DP
elevation,OBS-DP
pulmonary,ANAT-DP
venous,ANAT-DP
pressure,OBS-DP
Hazy,OBS-DP
opacification,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
fluid,OBS-U
supervening,OBS-U
pneumonia,OBS-U
Loss,OBS-DP
medial,ANAT-DP
aspect,ANAT-DP
left,ANAT-DP
hemidiaphragm,ANAT-DP
volume,ANAT-DP
loss,OBS-U
retrocardiac,ANAT-DP
portion,ANAT-DP
lower,ANAT-DP
lobe,OBS-DA
Endotracheal,OBS-DA
tube,OBS-DA
nasogastric,OBS-DP
feeding,OBS-DP
tubes,OBS-DP
course,OBS-DP
stomach,ANAT-DP
Large,OBS-DP
right,ANAT-DP
moderate,OBS-DP
left,ANAT-DP
effusions,OBS-DP
slightly,OBS-DP
increased,OBS-DP
Cardiac,ANAT-DP
size,ANAT-DP
silhouette,ANAT-DP
normal,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DA
Large,OBS-DP
right,ANAT-DP
moderate,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
Enteric,OBS-DP
tube,OBS-DP
tip,OBS-DP
off,OBS-DP
inferior,OBS-DP
field of view,OBS-DP
Left,ANAT-DP
PICC,OBS-DP
tip,OBS-U
bibasilar,ANAT-DP
effusions,OBS-DP
a,OBS-DP
right,ANAT-DP
pigtail,OBS-DP
catheter,OBS-DP
lower,ANAT-DP
chest,ANAT-DP
possible,OBS-U
right,ANAT-DP
apical,ANAT-DP
pneumothorax,OBS-U
Superiorly,ANAT-DP
lungs,ANAT-DP
consolidation,OBS-DA
Cardiac,ANAT-DP
silhouette,ANAT-DP
within,OBS-DP
normal,OBS-DP
limits,OBS-DP
Osseous,ANAT-DP
soft tissue,ANAT-DP
structures,ANAT-DP
unremarkable,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
right,ANAT-DP
pigtail,OBS-DP
catheter,OBS-DP
lower,ANAT-DP
chest,ANAT-DP
Possible,OBS-U
small,OBS-U
right,ANAT-DP
apical,ANAT-DP
pneumothorax,OBS-U
Dobbhoff,OBS-DP
tube,OBS-DP
distal,OBS-DP
tip,OBS-DP
body,ANAT-DP
stomach,ANAT-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
right - sided,ANAT-DP
pleural - based,ANAT-DP
catheter,OBS-DP
pneumothoraces,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
Endotracheal,OBS-DA
enteric,OBS-DA
tubes,OBS-DA
A,OBS-DP
right,ANAT-DP
internal,OBS-DP
jugular,OBS-DP
catheter,OBS-DP
tip,OBS-DP
right,ANAT-DP
atrium,ANAT-DP
A,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
drain,OBS-DP
right,ANAT-DP
base,ANAT-DP
tiny,OBS-DP
right,ANAT-DP
effusion,OBS-DP
small,OBS-DP
left,ANAT-DP
effusion,OBS-DP
Cardiac,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
consolidation,OBS-DA
pneumothorax,OBS-DA
nodules,OBS-DA
A,OBS-DP
left,ANAT-DP
sided,ANAT-DP
PICC,OBS-DP
line,OBS-DP
tip,OBS-DP
left,ANAT-DP
brachiocephalic,ANAT-DP
vein,ANAT-DP
Unchanged,OBS-DP
small,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
status,OBS-DP
post,OBS-DP
extubation,OBS-DP
Endotracheal,OBS-DP
tube,OBS-DP
slightly,OBS-DP
withdrawn,OBS-DP
approximately 5 cm,ANAT-DP
carina,ANAT-DP
Dobbhoff,OBS-DP
tube,OBS-DP
tip,OBS-DP
fundus,ANAT-DP
stomach,ANAT-DP
nasogastric,OBS-DP
tube,OBS-DP
tip,OBS-DP
gastroesophageal,ANAT-DP
junction,ANAT-DP
side port,OBS-DP
distal,ANAT-DP
esophagus,ANAT-DP
unchanged,OBS-DP
position,OBS-DP
cardiac,ANAT-DP
mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
stable,OBS-DP
Moderate,OBS-DP
large,OBS-DP
right,ANAT-DP
small,OBS-DP
left,ANAT-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
Bibasilar,ANAT-DP
compressive,OBS-DP
atelectasis,OBS-DP
pneumothorax,OBS-DA
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DA
acute,OBS-DA
osseous,ANAT-DP
abnormality,OBS-DA
right,ANAT-DP
PICC,OBS-DP
unchanged,OBS-DP
position,OBS-DP
tip,OBS-DP
axillary,ANAT-DP
subclavian,ANAT-DP
vein,ANAT-DP
Endotracheal,OBS-DP
tube,OBS-DP
withdrawn,OBS-DP
approximately 5 cm,ANAT-DP
carina,ANAT-DP
Unchanged,OBS-DP
positioning,OBS-DP
orogastric,OBS-DP
tube,OBS-DP
tip,OBS-DP
gastroesophageal,ANAT-DP
junction,ANAT-DP
side port,ANAT-DP
distal,ANAT-DP
esophagus,ANAT-DP
Bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
moderate,OBS-DP
large,OBS-DP
right,ANAT-DP
small,OBS-DP
left,ANAT-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
monitoring,OBS-DP
support,OBS-DP
devices,OBS-DP
constant,OBS-DP
Constant,OBS-DP
extent,OBS-DP
distribution,OBS-DP
known,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
mild,OBS-DP
moderate,OBS-DP
retrocardiac,ANAT-DP
basal,ANAT-DP
atelectasis,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
drain,OBS-DP
unchanged,OBS-DP
larger,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Unchanged,OBS-DP
size,ANAT-DP
heart,ANAT-DP
endotracheal,OBS-DP
tube,OBS-DP
distal,OBS-DP
tip,OBS-DP
5.6 cm,ANAT-DP
above,OBS-DP
carina,ANAT-DP
left - sided,ANAT-DP
central,OBS-DP
line,OBS-DP
distal,OBS-DP
lead,OBS-DP
tip,OBS-DP
distal,ANAT-DP
SVC,ANAT-DP
feeding,OBS-DP
tube,OBS-DP
nasogastric,OBS-DP
tube,OBS-DP
tips,OBS-DP
side,OBS-DP
ports,OBS-DP
below,ANAT-DP
GE,ANAT-DP
junction,ANAT-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
left,ANAT-DP
retrocardiac,ANAT-DP
opacity,OBS-DP
heart,ANAT-DP
normal,OBS-DP
size,ANAT-DP
normal,OBS-DP
cardiomediastinal,ANAT-DP
contours,ANAT-DP
right,ANAT-DP
hemithorax,ANAT-DP
increased,OBS-DP
opacity,OBS-DP
moderate,OBS-DP
large,OBS-DP
size,OBS-DP
layering,OBS-DP
pleural,ANAT-DP
effusion,OBS-DP
A,OBS-DP
small,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
pneumothorax,OBS-DA
A,OBS-DP
right,ANAT-DP
PICC,OBS-DP
line,OBS-DP
axilla,ANAT-DP
Endotracheal,OBS-DP
tube,OBS-DP
1.8 cm above,ANAT-DP
carina,ANAT-DP
A,OBS-DP
Dobbhoff,OBS-DP
feeding,OBS-DP
tube,OBS-DP
a,OBS-DP
gastric,OBS-DP
tube,OBS-DP
below,ANAT-DP
diaphragm,ANAT-DP
sidehole,OBS-DP
gastric,OBS-DP
tube,OBS-DP
distal,ANAT-DP
esophagus,ANAT-DP
Bilateral,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
right,ANAT-DP
greater,OBS-DP
left,ANAT-DP
Underlying,OBS-U
consolidation,OBS-U
Endotracheal,OBS-DP
tube,OBS-DP
1.8 cm above,ANAT-DP
carina,ANAT-DP
NG,OBS-DP
tube,OBS-DP
stomach,ANAT-DP
sidehole,OBS-DP
distal,ANAT-DP
esophagus,ANAT-DP
Right,ANAT-DP
PICC,OBS-DP
axilla,ANAT-DP
Lungs,ANAT-DP
hyperinflated,OBS-DP
airway,ANAT-DP
obstruction,OBS-U
emphysema,OBS-U
focal,OBS-U
consolidation,OBS-U
right,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
right,ANAT-DP
nipple,ANAT-DP
Large,OBS-DP
areas,OBS-DP
lung,ANAT-DP
obscured,OBS-DP
costal,ANAT-DP
cartilage,ANAT-DP
calcified,OBS-DP
granuloma,OBS-DP
heavily,OBS-DP
calcified,OBS-DP
mitral,OBS-DP
annulus,OBS-DP
lungs,ANAT-DP
clear,OBS-DP
small,OBS-DP
severe,OBS-DP
bronchial,ANAT-DP
wall,ANAT-DP
thickening,OBS-DP
right,ANAT-DP
middle,ANAT-DP
lobe,ANAT-DP
pulmonary,ANAT-DP
edema,OBS-DA
Right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
tiny,OBS-DP
large,OBS-DA
pleural,ANAT-DP
effusions,OBS-DA
intrathoracic,ANAT-DP
malignancy,OBS-DA
infection,OBS-DA
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
hilar,ANAT-DP
peripheral,ANAT-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
normal,OBS-DP
Dobbhoff,OBS-DP
tube,OBS-DP
distal,OBS-DP
tip,OBS-DP
within,OBS-DP
mid - to - distal,ANAT-DP
esophagus,ANAT-DP
This,OBS-DP
advanced,OBS-DP
20 cm for more optimal placement,OBS-DP
Cardiac,ANAT-DP
silhouette,ANAT-DP
within,OBS-DP
normal,OBS-DP
limits,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
left,ANAT-DP
side,ANAT-DP
worse,OBS-DP
right,ANAT-DP
left,ANAT-DP
retrocardiac,ANAT-DP
opacity,OBS-DP
overt,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
right,ANAT-DP
IJ,ANAT-DP
central,OBS-DA
venous,OBS-DA
line,OBS-DA
large,OBS-DP
loculated,OBS-DP
pleural,ANAT-DP
fluid,OBS-DP
along,OBS-DP
left,ANAT-DP
which,OBS-DP
increased,OBS-DP
size,ANAT-DP
Pigtail,OBS-DP
catheter,OBS-DP
right,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
Cardiac,ANAT-DP
silhouette,ANAT-DP
upper,OBS-DP
limits,OBS-DP
normal,OBS-DP
mild,OBS-DP
prominence,OBS-DP
pulmonary,ANAT-DP
markings,OBS-DP
overt,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
Small,OBS-DP
left,ANAT-DP
moderate,OBS-DP
layering,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
increased,OBS-DP
size,OBS-DP
right,ANAT-DP
middle,ANAT-DP
lobe,ANAT-DP
pnemonia,OBS-U
right,ANAT-DP
heart,ANAT-DP
border,ANAT-DP
obscured,OBS-DP
Left,ANAT-DP
basilar,ANAT-DP
atelectasis,OBS-DP
stable,OBS-DP
new,OBS-DA
focal,OBS-DA
consolidation,OBS-DA
pneumothorax,OBS-DA
Hila,ANAT-DP
indistinct,OBS-DP
left - sided,ANAT-DP
PICC,OBS-DP
line,OBS-DP
tip,OBS-DP
upper,ANAT-DP
SVC,ANAT-DP
large,OBS-DP
right,ANAT-DP
small,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DA
right,ANAT-DP
basilar,ANAT-DP
pneumonia,OBS-DP
Substantial,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
prominent,OBS-DP
right,ANAT-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
Unusual,OBS-DP
configuration,OBS-DP
collection,OBS-DP
opacification,OBS-DP
left,ANAT-DP
base,ANAT-DP
loculated,OBS-U
fluid,OBS-U
increased,OBS-DP
pulmonary,ANAT-DP
venous,ANAT-DP
pressure,OBS-DP
left,ANAT-DP
upper,ANAT-DP
zone,ANAT-DP
cavitary,ANAT-DP
process,OBS-DP
OG,OBS-DP
tube,OBS-DP
stomach,ANAT-DP
ETT,OBS-DP
good,OBS-DP
postion,OBS-DP
Dahboff,OBS-DP
stomach,ANAT-DP
Moderate,OBS-DP
layering,OBS-DP
right,ANAT-DP
plerual,ANAT-DP
effusion,OBS-DP
small,OBS-DP
left,ANAT-DP
effusion,OBS-DP
enteric,OBS-DP
tube,OBS-DP
distal,ANAT-DP
stomach,ANAT-DP
Feeding,OBS-DP
tube,OBS-DP
upper,ANAT-DP
stomach,ANAT-DP
ET,OBS-DP
tube,OBS-DP
standard,OBS-DP
placement,OBS-DP
Moderate,OBS-DP
right,ANAT-DP
smaller,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
unchanged,OBS-DP
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
size,ANAT-DP
basal,ANAT-DP
atelectasis,OBS-DP
lungs,ANAT-DP
clear,OBS-DP
pneumothorax,OBS-DA
Right,ANAT-DP
PIC,OBS-DP
line,OBS-DP
right,ANAT-DP
axilla,ANAT-DP
Distal,OBS-DP
tip,OBS-DP
Dobbhoff,OBS-DP
fundus,ANAT-DP
stomach,ANAT-DP
unchanged,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
left,ANAT-DP
greater,OBS-DP
right,ANAT-DP
A,OBS-DP
pleural,ANAT-DP
catheter,OBS-DP
right,ANAT-DP
base,ANAT-DP
pneumothoraces,OBS-DA
severe,OBS-DP
hyperinflation,OBS-DP
diffuse,OBS-DP
bronchiectasis,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
stable,OBS-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
Low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
Unchanged,OBS-DP
cardiomegaly,OBS-DP
left,ANAT-DP
chest,ANAT-DP
defibrillator,OBS-DP
electrodes,OBS-DP
expected,OBS-DP
positions,OBS-DP
mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
normal,OBS-DP
consolidation,OBS-DP
right,ANAT-DP
lower,ANAT-DP
lung,ANAT-DP
pneumonia,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
acute,OBS-DA
osseous,ANAT-DP
abnormalities,OBS-DA
Right,ANAT-DP
lower,ANAT-DP
lung,ANAT-DP
consolidation,OBS-DP
pneumonia,OBS-DP
little,OBS-DP
change,OBS-DP
position,OBS-DP
pacer,OBS-DP
leads,OBS-DP
pneumothorax,OBS-DA
acute,OBS-DA
focal,OBS-DA
pneumonia,OBS-DA
Severe,OBS-DP
cardiomegaly,OBS-DP
unchanged,OBS-DP
AICD,OBS-DP
leads,OBS-DP
stable,OBS-DP
Mild - to - moderate,OBS-DP
diffuse,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
slightly,OBS-DP
worse,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Increased,OBS-DP
mild - to - moderate,OBS-DP
pulmonary,ANAT-DP
interstitial,ANAT-DP
edema,OBS-DP
Severe,OBS-DP
cardiomegaly,OBS-DP
lungs,ANAT-DP
consolidation,OBS-DA
effusion,OBS-DA
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DA
Left,ANAT-DP
chest,ANAT-DP
wall,ANAT-DP
triple,OBS-DP
lead,OBS-DP
pacer,OBS-DP
device,OBS-DP
tips,OBS-DP
unchanged,OBS-DP
in position,OBS-DP
Cardiomegaly,OBS-DP
unchanged,OBS-DP
acute,OBS-DA
osseous,ANAT-DP
abnormalities,OBS-DA
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
Worsening,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
retrocardiac,ANAT-DP
opacity,OBS-DP
developing,OBS-DP
infection,OBS-DP
no change,OBS-DP
left - sided,OBS-DP
pacer,OBS-DP
device,OBS-DP
AICD,OBS-DP
lead,OBS-DP
placement,OBS-DP
Severe,OBS-DP
cardiomegaly,OBS-DP
moderate,OBS-DP
severe,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
worse,OBS-DP
Retrocardiac,ANAT-DP
opacity,OBS-DP
developing,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
infection,OBS-DP
pneumothorax,OBS-DA
Worsening,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
retrocardiac,ANAT-DP
opacity,OBS-DP
worsening,OBS-DP
retrocardiac,ANAT-DP
opacity,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
pneumonic,OBS-DP
infiltrate,OBS-DP
significant,OBS-DP
cardiomegaly,OBS-DP
stable,OBS-DP
Pulmonary,ANAT-DP
edema,OBS-DP
moderate,OBS-DP
change,OBS-DA
positioning,OBS-DP
pacemaker,OBS-DP
leads,OBS-DP
Tiny,OBS-DP
pleural,ANAT-DP
effusions,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pneumothorax,OBS-DA
Moderate,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
leads,OBS-DP
right,ANAT-DP
atrium,ANAT-DP
apex,ANAT-DP
right,ANAT-DP
ventricle,ANAT-DP
unchanged,OBS-DP
coronary,OBS-DP
sinus,OBS-DP
lead,OBS-DP
tip,OBS-DP
along,OBS-DP
outer margin,ANAT-DP
left,ANAT-DP
ventricle,ANAT-DP
pneumothorax,OBS-DA
Triple,OBS-DP
lead,OBS-DP
left - sided,ANAT-DP
AICD,OBS-DP
leads,OBS-DP
in the expected positions,ANAT-DP
right,ANAT-DP
ventricle,ANAT-DP
coronary,ANAT-DP
sinus,ANAT-DP
right,ANAT-DP
atrium,ANAT-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
markedly,OBS-DP
enlarged,OBS-DP
size,ANAT-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
increased,OBS-DP
prominence,OBS-DP
hila,ANAT-DP
central,ANAT-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
vascular,ANAT-DP
engorgement,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
mild,OBS-U
edema,OBS-U
large,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Marked,OBS-DP
enlargement,OBS-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
increased,OBS-DP
size,ANAT-DP
cardiomyopathy,OBS-U
pericardial,ANAT-DP
effusion,OBS-U
Central,ANAT-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
engorgement,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
Cardiomegaly,OBS-DP
substantial,OBS-DP
progression,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
severe,OBS-DP
increase,OBS-DA
pleural,ANAT-DP
effusion,OBS-DP
Position,OBS-DP
biventricular,ANAT-DP
pacer,OBS-DP
leads,OBS-DP
unchanged,OBS-DP
moderate,OBS-DP
cardiomegaly,OBS-DP
similar to prior,OBS-DP
crowding,OBS-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
lungs,ANAT-DP
clear,OBS-DP
focal,OBS-DA
diffuse,OBS-DA
abnormality,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
pneumoperitoneum,OBS-DA
